animal;group;session;selection_position;trial;selection;estimate
nat;natvin;19063;left;136;static;0,62
nat;natvin;19063;left;136;dynamic;0,25
nat;natvin;19063;middle;415;pictures;0,08
nat;natvin;19063;middle;415;static;0,67
nat;natvin;19063;middle;415;dynamic;0,26
nat;natvin;19063;right;232;pictures;0,35
nat;natvin;19063;right;232;static;0,28
nat;natvin;19063;right;232;dynamic;0,37
nat;natvin;19070;left;31;pictures;0,06
nat;natvin;19070;left;31;static;0,84
nat;natvin;19070;left;31;dynamic;0,1
nat;natvin;19070;middle;207;pictures;0,09
nat;natvin;19070;middle;207;static;0,71
nat;natvin;19070;middle;207;dynamic;0,19
nat;natvin;19070;right;184;pictures;0,35
nat;natvin;19070;right;184;static;0,34
nat;natvin;19070;right;184;dynamic;0,31
nat;natvin;19077;left;7;pictures;0,14
nat;natvin;19077;left;7;static;0,86
nat;natvin;19077;left;7;dynamic;0
nat;natvin;19077;middle;40;pictures;0,12
nat;natvin;19077;middle;40;static;0,75
nat;natvin;19077;middle;40;dynamic;0,12
nat;natvin;19077;right;58;pictures;0,33
nat;natvin;19077;right;58;static;0,29
nat;natvin;19077;right;58;dynamic;0,38
nat;natvin;19084;left;7;pictures;0
nat;natvin;19084;left;7;static;1
nat;natvin;19084;left;7;dynamic;0
nat;natvin;19084;middle;23;pictures;0,17
nat;natvin;19084;middle;23;static;0,48
nat;natvin;19084;middle;23;dynamic;0,35
nat;natvin;19084;right;42;pictures;0,29
nat;natvin;19084;right;42;static;0,4
nat;natvin;19084;right;42;dynamic;0,31
nat;natvin;19091;left;1;pictures;1
nat;natvin;19091;left;1;static;0
nat;natvin;19091;left;1;dynamic;0
nat;natvin;19091;middle;15;pictures;0
nat;natvin;19091;middle;15;static;1
nat;natvin;19091;middle;15;dynamic;0
nat;natvin;19091;right;20;pictures;0,45
nat;natvin;19091;right;20;static;0,05
nat;natvin;19091;right;20;dynamic;0,5
nat;natvin;19098;left;5;pictures;0,4
nat;natvin;19098;left;5;static;0,2
nat;natvin;19098;left;5;dynamic;0,4
nat;natvin;19098;middle;40;pictures;0
nat;natvin;19098;middle;40;static;0,92
nat;natvin;19098;middle;40;dynamic;0,07
nat;natvin;19098;right;48;pictures;0,5
nat;natvin;19098;right;48;static;0,02
nat;natvin;19098;right;48;dynamic;0,48
nat;natvin;19105;middle;32;pictures;0
nat;natvin;19105;middle;32;static;1
nat;natvin;19105;middle;32;dynamic;0
nat;natvin;19105;right;29;pictures;0,97
nat;natvin;19105;right;29;static;0,03
nat;natvin;19105;right;29;dynamic;0
nat;natvin;19112;left;2;pictures;0
nat;natvin;19112;left;2;static;1
nat;natvin;19112;left;2;dynamic;0
nat;natvin;19112;middle;21;pictures;0,14
nat;natvin;19112;middle;21;static;0,71
nat;natvin;19112;middle;21;dynamic;0,14
nat;natvin;19112;right;8;pictures;0,62
nat;natvin;19112;right;8;static;0
nat;natvin;19112;right;8;dynamic;0,38
nat;natvin;19119;left;6;pictures;0,17
nat;natvin;19119;left;6;static;0,67
nat;natvin;19119;left;6;dynamic;0,17
nat;natvin;19119;middle;34;pictures;0
nat;natvin;19119;middle;34;static;0,56
nat;natvin;19119;middle;34;dynamic;0,44
nat;natvin;19119;right;103;pictures;0,57
nat;natvin;19119;right;103;static;0,29
nat;natvin;19119;right;103;dynamic;0,14
nil;bacnil;19126;left;14;pictures;0,36
nil;bacnil;19126;left;14;static;0,29
nil;bacnil;19126;left;14;dynamic;0,36
nil;bacnil;19126;middle;17;pictures;0,41
nil;bacnil;19126;middle;17;static;0,53
nil;bacnil;19126;middle;17;dynamic;0,06
nil;bacnil;19126;right;27;pictures;0,44
nil;bacnil;19126;right;27;static;0,07
nil;bacnil;19126;right;27;dynamic;0,48
nil;bacnil;19133;left;195;pictures;0,28
nil;bacnil;19133;left;195;static;0,33
nil;bacnil;19133;left;195;dynamic;0,39
nil;bacnil;19133;middle;127;pictures;0,05
nil;bacnil;19133;middle;127;static;0,49
nil;bacnil;19133;middle;127;dynamic;0,46
nil;bacnil;19133;right;146;pictures;0,49
nil;bacnil;19133;right;146;static;0,18
nil;bacnil;19133;right;146;dynamic;0,34
nil;bacnil;19136;left;189;pictures;0,12
nil;bacnil;19136;left;189;static;0,25
nil;bacnil;19136;left;189;dynamic;0,62
nil;bacnil;19136;middle;184;pictures;0,05
nil;bacnil;19136;middle;184;static;0,73
nil;bacnil;19136;middle;184;dynamic;0,22
nil;bacnil;19136;right;118;pictures;0,59
nil;bacnil;19136;right;118;static;0,24
nil;bacnil;19136;right;118;dynamic;0,17
nil;bacnil;19137;left;66;pictures;0,39
nil;bacnil;19137;left;66;static;0,36
nil;bacnil;19137;left;66;dynamic;0,24
nil;bacnil;19137;middle;157;pictures;0
nil;bacnil;19137;middle;157;static;0,3
nil;bacnil;19137;middle;157;dynamic;0,7
nil;bacnil;19137;right;90;pictures;0,13
nil;bacnil;19137;right;90;static;0,71
nil;bacnil;19137;right;90;dynamic;0,16
nil;bacnil;19138;left;174;pictures;0,09
nil;bacnil;19138;left;174;static;0,1
nil;bacnil;19138;left;174;dynamic;0,81
nil;bacnil;19138;middle;330;pictures;0,04
nil;bacnil;19138;middle;330;static;0,78
nil;bacnil;19138;middle;330;dynamic;0,17
nil;bacnil;19138;right;86;pictures;0,59
nil;bacnil;19138;right;86;static;0,29
nil;bacnil;19138;right;86;dynamic;0,12
nil;bacnil;19139;left;40;pictures;0,1
nil;bacnil;19139;left;40;static;0,22
nil;bacnil;19139;left;40;dynamic;0,68
nil;bacnil;19139;middle;73;pictures;0,04
nil;bacnil;19139;middle;73;static;0,73
nil;bacnil;19139;middle;73;dynamic;0,23
nil;bacnil;19139;right;22;pictures;0,68
nil;bacnil;19139;right;22;static;0,05
nil;bacnil;19139;right;22;dynamic;0,27
pan;heilotpansan;19161;left;105;pictures;0,03
pan;heilotpansan;19161;left;105;static;0,53
pan;heilotpansan;19161;left;105;dynamic;0,44
pan;heilotpansan;19161;middle;191;pictures;0,28
pan;heilotpansan;19161;middle;191;static;0,69
pan;heilotpansan;19161;middle;191;dynamic;0,04
pan;heilotpansan;19161;right;92;pictures;0,8
pan;heilotpansan;19161;right;92;static;0,12
pan;heilotpansan;19161;right;92;dynamic;0,08
pan;heilotpansan;19168;left;73;pictures;0,21
pan;heilotpansan;19168;left;73;static;0,56
pan;heilotpansan;19168;left;73;dynamic;0,23
pan;heilotpansan;19168;middle;67;pictures;0,16
pan;heilotpansan;19168;middle;67;static;0,48
pan;heilotpansan;19168;middle;67;dynamic;0,36
pan;heilotpansan;19168;right;99;pictures;0,7
pan;heilotpansan;19168;right;99;static;0,02
pan;heilotpansan;19168;right;99;dynamic;0,28
pan;heilotpansan;19175;left;34;pictures;0,09
pan;heilotpansan;19175;left;34;static;0,76
pan;heilotpansan;19175;left;34;dynamic;0,15
pan;heilotpansan;19175;middle;51;pictures;0,35
pan;heilotpansan;19175;middle;51;static;0,35
pan;heilotpansan;19175;middle;51;dynamic;0,29
pan;heilotpansan;19175;right;84;pictures;0,64
pan;heilotpansan;19175;right;84;static;0,12
pan;heilotpansan;19175;right;84;dynamic;0,24
pan;heilotpansan;19189;left;13;pictures;0,23
pan;heilotpansan;19189;left;13;static;0,38
pan;heilotpansan;19189;left;13;dynamic;0,38
pan;heilotpansan;19189;middle;16;pictures;0,38
pan;heilotpansan;19189;middle;16;static;0,56
pan;heilotpansan;19189;middle;16;dynamic;0,06
pan;heilotpansan;19189;right;49;pictures;0,84
pan;heilotpansan;19189;right;49;static;0,16
pan;heilotpansan;19189;right;49;dynamic;0
pan;heilotpansan;19196;left;77;pictures;0,32
pan;heilotpansan;19196;left;77;static;0,45
pan;heilotpansan;19196;left;77;dynamic;0,22
pan;heilotpansan;19196;middle;46;pictures;0,07
pan;heilotpansan;19196;middle;46;static;0,85
pan;heilotpansan;19196;middle;46;dynamic;0,09
pan;heilotpansan;19196;right;95;pictures;0,65
pan;heilotpansan;19196;right;95;static;0,32
pan;heilotpansan;19196;right;95;dynamic;0,03
pan;heilotpansan;19203;left;111;pictures;0,36
pan;heilotpansan;19203;left;111;static;0,41
pan;heilotpansan;19203;left;111;dynamic;0,23
pan;heilotpansan;19203;middle;47;pictures;0,06
pan;heilotpansan;19203;middle;47;static;0,53
pan;heilotpansan;19203;middle;47;dynamic;0,4
pan;heilotpansan;19203;right;130;pictures;0,38
pan;heilotpansan;19203;right;130;static;0,36
pan;heilotpansan;19203;right;130;dynamic;0,26
pin;curpin;19140;left;97;pictures;0,09
pin;curpin;19140;left;97;static;0,85
pin;curpin;19140;left;97;dynamic;0,06
pin;curpin;19140;middle;73;pictures;0,11
pin;curpin;19140;middle;73;static;0,48
pin;curpin;19140;middle;73;dynamic;0,41
pin;curpin;19140;right;132;pictures;0,04
pin;curpin;19140;right;132;static;0,95
pin;curpin;19140;right;132;dynamic;0,02
pin;curpin;19154;left;33;pictures;0,48
pin;curpin;19154;left;33;static;0,09
pin;curpin;19154;left;33;dynamic;0,42
pin;curpin;19154;middle;103;pictures;0,01
pin;curpin;19154;middle;103;static;0,92
pin;curpin;19154;middle;103;dynamic;0,07
pin;curpin;19154;right;28;pictures;0,07
pin;curpin;19154;right;28;static;0,57
pin;curpin;19154;right;28;dynamic;0,36
pin;curpin;19161;left;61;pictures;0,33
pin;curpin;19161;left;61;static;0,34
pin;curpin;19161;left;61;dynamic;0,33
pin;curpin;19161;middle;72;pictures;0,06
pin;curpin;19161;middle;72;static;0,81
pin;curpin;19161;middle;72;dynamic;0,14
pin;curpin;19161;right;19;pictures;0,05
pin;curpin;19161;right;19;static;0,95
pin;curpin;19161;right;19;dynamic;0
pin;curpin;19168;left;145;pictures;0,08
pin;curpin;19168;left;145;static;0,81
pin;curpin;19168;left;145;dynamic;0,1
pin;curpin;19168;middle;106;pictures;0,09
pin;curpin;19168;middle;106;static;0,89
pin;curpin;19168;middle;106;dynamic;0,02
pin;curpin;19168;right;3;pictures;0,33
pin;curpin;19168;right;3;static;0
pin;curpin;19168;right;3;dynamic;0,67
pin;curpin;19175;left;122;pictures;0,04
pin;curpin;19175;left;122;static;0,8
pin;curpin;19175;left;122;dynamic;0,16
pin;curpin;19175;middle;109;pictures;0,05
pin;curpin;19175;middle;109;static;0,79
pin;curpin;19175;middle;109;dynamic;0,17
pin;curpin;19175;right;16;pictures;0,19
pin;curpin;19175;right;16;static;0,81
pin;curpin;19175;right;16;dynamic;0
san;heilotpansan;19161;left;113;pictures;0,03
san;heilotpansan;19161;left;113;static;0,02
san;heilotpansan;19161;left;113;dynamic;0,96
san;heilotpansan;19161;middle;114;pictures;0,05
san;heilotpansan;19161;middle;114;static;0,58
san;heilotpansan;19161;middle;114;dynamic;0,37
san;heilotpansan;19161;right;60;pictures;0,23
san;heilotpansan;19161;right;60;static;0,07
san;heilotpansan;19161;right;60;dynamic;0,7
san;heilotpansan;19168;left;23;pictures;0,09
san;heilotpansan;19168;left;23;static;0,74
san;heilotpansan;19168;left;23;dynamic;0,17
san;heilotpansan;19168;middle;185;pictures;0,1
san;heilotpansan;19168;middle;185;static;0,04
san;heilotpansan;19168;middle;185;dynamic;0,86
san;heilotpansan;19168;right;72;pictures;0,03
san;heilotpansan;19168;right;72;static;0
san;heilotpansan;19168;right;72;dynamic;0,97
san;heilotpansan;19175;left;56;pictures;0,32
san;heilotpansan;19175;left;56;static;0,38
san;heilotpansan;19175;left;56;dynamic;0,3
san;heilotpansan;19175;middle;89;pictures;0,12
san;heilotpansan;19175;middle;89;static;0,21
san;heilotpansan;19175;middle;89;dynamic;0,66
san;heilotpansan;19175;right;36;pictures;0,14
san;heilotpansan;19175;right;36;static;0,25
san;heilotpansan;19175;right;36;dynamic;0,61
san;heilotpansan;19189;left;81;pictures;0,01
san;heilotpansan;19189;left;81;static;0,14
san;heilotpansan;19189;left;81;dynamic;0,85
san;heilotpansan;19189;middle;152;pictures;0,01
san;heilotpansan;19189;middle;152;static;0,55
san;heilotpansan;19189;middle;152;dynamic;0,44
san;heilotpansan;19189;right;6;pictures;0,33
san;heilotpansan;19189;right;6;static;0
san;heilotpansan;19189;right;6;dynamic;0,67
san;heilotpansan;19196;left;78;pictures;0,01
san;heilotpansan;19196;left;78;static;0,32
san;heilotpansan;19196;left;78;dynamic;0,67
san;heilotpansan;19196;middle;173;pictures;0,1
san;heilotpansan;19196;middle;173;static;0,49
san;heilotpansan;19196;middle;173;dynamic;0,41
san;heilotpansan;19196;right;35;pictures;0,09
san;heilotpansan;19196;right;35;static;0,09
san;heilotpansan;19196;right;35;dynamic;0,83
san;heilotpansan;19203;left;55;pictures;0,04
san;heilotpansan;19203;left;55;static;0,31
san;heilotpansan;19203;left;55;dynamic;0,65
san;heilotpansan;19203;middle;303;pictures;0,06
san;heilotpansan;19203;middle;303;static;0,38
san;heilotpansan;19203;middle;303;dynamic;0,56
san;heilotpansan;19203;right;66;pictures;0,17
san;heilotpansan;19203;right;66;static;0,23
san;heilotpansan;19203;right;66;dynamic;0,61
vin;natvin;19063;left;371;pictures;0,25
vin;natvin;19063;left;371;static;0,44
vin;natvin;19063;left;371;dynamic;0,3
vin;natvin;19063;middle;499;pictures;0,1
vin;natvin;19063;middle;499;static;0,59
vin;natvin;19063;middle;499;dynamic;0,31
vin;natvin;19063;right;101;pictures;0,28
vin;natvin;19063;right;101;static;0,42
vin;natvin;19063;right;101;dynamic;0,31
vin;natvin;19070;left;193;pictures;0,06
vin;natvin;19070;left;193;static;0,89
vin;natvin;19070;left;193;dynamic;0,06
vin;natvin;19070;middle;513;pictures;0,07
vin;natvin;19070;middle;513;static;0,77
vin;natvin;19070;middle;513;dynamic;0,16
vin;natvin;19070;right;110;pictures;0,17
vin;natvin;19070;right;110;static;0,7
vin;natvin;19070;right;110;dynamic;0,13
vin;natvin;19077;left;118;pictures;0,01
vin;natvin;19077;left;118;static;0,99
vin;natvin;19077;left;118;dynamic;0
vin;natvin;19077;middle;183;pictures;0,01
vin;natvin;19077;middle;183;static;0,96
vin;natvin;19077;middle;183;dynamic;0,03
vin;natvin;19077;right;66;pictures;0,03
vin;natvin;19077;right;66;static;0,95
vin;natvin;19077;right;66;dynamic;0,02
vin;natvin;19084;left;157;pictures;0
vin;natvin;19084;left;157;static;1
vin;natvin;19084;left;157;dynamic;0
vin;natvin;19084;middle;70;pictures;0
vin;natvin;19084;middle;70;static;1
vin;natvin;19084;middle;70;dynamic;0
vin;natvin;19084;right;42;pictures;0
vin;natvin;19084;right;42;static;1
vin;natvin;19084;right;42;dynamic;0
vin;natvin;19091;left;73;pictures;0,01
vin;natvin;19091;left;73;static;0,96
vin;natvin;19091;left;73;dynamic;0,03
vin;natvin;19091;middle;107;pictures;0,04
vin;natvin;19091;middle;107;static;0,96
vin;natvin;19091;middle;107;dynamic;0
vin;natvin;19091;right;30;pictures;0,03
vin;natvin;19091;right;30;static;0,97
vin;natvin;19091;right;30;dynamic;0
vin;natvin;19098;left;31;pictures;0,13
vin;natvin;19098;left;31;static;0,81
vin;natvin;19098;left;31;dynamic;0,06
vin;natvin;19098;middle;249;pictures;0
vin;natvin;19098;middle;249;static;0,98
vin;natvin;19098;middle;249;dynamic;0,02
vin;natvin;19098;right;5;pictures;0
vin;natvin;19098;right;5;static;0,2
vin;natvin;19098;right;5;dynamic;0,8
vin;natvin;19105;left;97;pictures;0,01
vin;natvin;19105;left;97;static;0,94
vin;natvin;19105;left;97;dynamic;0,05
vin;natvin;19105;middle;291;pictures;0
vin;natvin;19105;middle;291;static;0,83
vin;natvin;19105;middle;291;dynamic;0,17
vin;natvin;19105;right;14;pictures;0,29
vin;natvin;19105;right;14;static;0,64
vin;natvin;19105;right;14;dynamic;0,07
vin;natvin;19112;left;12;pictures;0
vin;natvin;19112;left;12;static;1
vin;natvin;19112;left;12;dynamic;0
vin;natvin;19112;middle;44;pictures;0,02
vin;natvin;19112;middle;44;static;0,95
vin;natvin;19112;middle;44;dynamic;0,02
vin;natvin;19112;right;3;pictures;0,33
vin;natvin;19112;right;3;static;0
vin;natvin;19112;right;3;dynamic;0,67
vin;natvin;19119;left;95;pictures;0,01
vin;natvin;19119;left;95;static;0,97
vin;natvin;19119;left;95;dynamic;0,02
vin;natvin;19119;middle;192;pictures;0,01
vin;natvin;19119;middle;192;static;0,68
vin;natvin;19119;middle;192;dynamic;0,31
vin;natvin;19119;right;76;pictures;0,07
vin;natvin;19119;right;76;static;0,92
vin;natvin;19119;right;76;dynamic;0,01
